rank,score,image,description,target_probability,reference_probability,probability_margin,best_target_prompt,best_reference_prompt,best_overall_prompt,width,height,extension,size_bytes,references,context_keyword_hits
4198,-0.40552501007914543,assets/images/imported/lnnb-unitcell-simulations-1806-1812/image105.png,a ring resonator diagram,0.019278714433312416,0.44408243894577026,-0.42480372451245785,a doughnut chart,a ring resonator diagram,a ring resonator diagram,615,586,.png,76889,_posts/2018-06-23-lnnb-unitcell-simulations-1806-1812.md:101,
4199,-0.4055254478007555,assets/images/2025/20250208_20250526/20250523_150943_0.jpg,a microscope image,0.0019083013758063316,0.40934205055236816,-0.40743374917656183,a circular percentage chart,a microscope image,a microscope image,1200,1100,.jpg,89158,_posts/2025-05-26-weekly-OFS-48.md:168,
4200,-0.40558929182589054,assets/images/2025/20240619_20250322/20250319_152351_0.jpg,a screenshot of a website,0.0036500198766589165,0.4128893315792084,-0.40923931170254946,a doughnut chart,a screenshot of a website,a screenshot of a website,1200,508,.jpg,59749,_posts/2025-03-23-weekly-OFS-39.md:220,
4201,-0.4056724654510617,assets/images/2025/20250108_20250318/20250312_020421_0.jpg,a screenshot of a website,0.0007475889287889004,0.4071676433086395,-0.4064200543798506,a circular percentage chart,a screenshot of a website,a screenshot of a website,1199,843,.jpg,105683,_posts/2025-03-17-weekly-OFS-38.md:353,
4202,-0.40567729668691754,assets/images/2025/20250208_20250526/20250523_054257_1.jpg,a ring resonator diagram,0.002074297284707427,0.4098258912563324,-0.40775159397162497,a composition breakdown pie chart,a ring resonator diagram,a ring resonator diagram,1199,837,.jpg,181963,_posts/2025-05-26-weekly-OFS-48.md:159,
4203,-0.4056974593549967,assets/images/2025/20241231_20250303/20250227_052728_0.jpg,a technical diagram,0.00348054151982069,0.41265854239463806,-0.40917800087481737,a circular percentage chart,a technical diagram,a technical diagram,1199,422,.jpg,116355,_posts/2025-03-02-weekly-OFS-36.md:264,
4204,-0.40571075677871704,assets/images/2025/20240304_20251019/20251018_043210_1.jpg,a ring resonator diagram,0.00697539746761322,0.4196615517139435,-0.41268615424633026,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1199,653,.jpg,189480,_posts/2025-10-20-weekly-OFS-69.md:224,
4205,-0.4058880330994725,assets/images/2025/20250108_20250318/20250313_035520_1.jpg,a wafer photo,0.002195992972701788,0.4102800190448761,-0.4080840260721743,a doughnut chart,a wafer photo,a wafer photo,1200,825,.jpg,117325,_posts/2025-03-17-weekly-OFS-38.md:402,
4206,-0.4059413140639663,assets/images/imported/ln-properties/image108.png,a circular object that is not a chart,0.006152805406600237,0.41824692487716675,-0.4120941194705665,a circular percentage chart,a circular object that is not a chart,a circular object that is not a chart,1000,431,.png,132931,_posts/2018-04-28-ln-properties.md:405,
4207,-0.4060575421899557,assets/images/imported/piezoelectric-eigen-mode-sim-with-different-es-boundary-on-metal/image9.png,a ring resonator diagram,0.01322214026004076,0.43250182271003723,-0.41927968244999647,a circular chart with colored slices,a ring resonator diagram,a ring resonator diagram,868,484,.png,111204,_posts/2019-09-03-piezoelectric-eigen-mode-sim-with-different-es-boundary-on-metal.md:68,
4208,-0.4064027708955109,assets/images/2025/20241113_20250130/20250128_193325_1.jpg,a technical diagram,0.0010850110556930304,0.408572793006897,-0.40748778195120394,a doughnut chart,a technical diagram,a technical diagram,1000,729,.jpg,132452,_posts/2025-02-02-weekly-OFS-32.md:239,
4209,-0.40640475414693356,assets/images/2025/20240619_20250322/20250321_011923_1.jpg,a ring resonator diagram,0.00931261945515871,0.425029993057251,-0.41571737360209227,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1200,1200,.jpg,210349,_posts/2025-03-23-weekly-OFS-39.md:285,
4210,-0.40641975030303,assets/images/2025/20240701_20250728/20250720_165248_0.jpg,a ring resonator diagram,0.017417998984456062,0.44125574827194214,-0.4238377492874861,a circular chart with colored slices,a ring resonator diagram,a ring resonator diagram,1200,720,.jpg,118280,_posts/2025-07-27-weekly-OFS-57.md:59,
4211,-0.4064854960888624,assets/images/2026/20240730_20260330/20260322_155758_0.jpg,a technical diagram,0.009739250876009464,0.42596399784088135,-0.4162247469648719,a doughnut chart,a technical diagram,a technical diagram,1199,675,.jpg,130694,_posts/2026-03-30-weekly-OFS-92.md:96,
4212,-0.4065198464086279,assets/images/2026/20240627_20260322/20260312_073835_0.jpg,a microscope image,0.0009242215310223401,0.4083682894706726,-0.40744406793965027,a circular percentage chart,a microscope image,a microscope image,1200,675,.jpg,93198,_posts/2026-03-23-weekly-OFS-91.md:184,
4213,-0.4065659325569868,assets/images/2024/20240608_20241127/20241122_165225_3.jpg,a screenshot of a website,0.008036867715418339,0.4226396679878235,-0.41460280027240515,a composition breakdown pie chart,a screenshot of a website,a screenshot of a website,973,1200,.jpg,151438,_posts/2024-11-30-weekly-OFS-23.md:54,
4214,-0.4065659325569868,assets/images/2024/20241122_20241215/20241122_165225_5.jpg,a screenshot of a website,0.008036867715418339,0.4226396679878235,-0.41460280027240515,a composition breakdown pie chart,a screenshot of a website,a screenshot of a website,973,1200,.jpg,151438,_posts/2024-12-22-weekly-OFS-26.md:92,
4215,-0.4065659325569868,assets/images/2025/20241122_20250420/20241122_165225_7.jpg,a screenshot of a website,0.008036867715418339,0.4226396679878235,-0.41460280027240515,a composition breakdown pie chart,a screenshot of a website,a screenshot of a website,973,1200,.jpg,151438,,
4216,-0.40665979078039527,assets/images/2025/20251029_20251110/20251103_045208_1.jpg,a scientific plot,0.0032437548507004976,0.41314730048179626,-0.40990354563109577,a circular percentage chart,a scientific plot,a scientific plot,1199,301,.jpg,92631,_posts/2025-11-09-weekly-OFS-72.md:90,
4217,-0.40683665638789535,assets/images/2025/20250113_20251130/20251128_193223_0.jpg,a flow diagram,0.0016843837220221758,0.4102054238319397,-0.4085210401099175,a doughnut chart,a flow diagram,a flow diagram,1200,764,.jpg,96817,_posts/2025-12-01-weekly-OFS-75.md:153,
4218,-0.40687763248570263,assets/images/experiment_arrangement_mode_spectrum_thin_film_waveguide.png,a ring resonator diagram,0.0015886299079284072,0.41005489230155945,-0.40846626239363104,a doughnut chart,a ring resonator diagram,a ring resonator diagram,918,808,.png,65523,_posts/2024-07-13-weekly-OFS-3.md:67,
4219,-0.4068787721917033,assets/images/2025/20240918_20251214/20240918_202132_1.jpg,a scientific plot,0.0009372965432703495,0.408753365278244,-0.40781606873497367,a doughnut chart,a scientific plot,a scientific plot,1200,786,.jpg,151839,_posts/2025-12-15-weekly-OFS-77.md:65,
4220,-0.4068787721917033,assets/images/2026/20240918_20260601/20240918_202132_3.jpg,a scientific plot,0.0009372965432703495,0.408753365278244,-0.40781606873497367,a doughnut chart,a scientific plot,a scientific plot,1200,786,.jpg,151839,_posts/2026-06-14-weekly-OFS-103.md:65; _posts/2026-06-14-weekly-OFS-103.md:93,
4221,-0.4069599211215973,assets/images/2025/20250115_20251102/20250115_235723_1.jpg,a table,0.018872126936912537,0.44470417499542236,-0.4258320480585098,a circular percentage chart,a table,a table,984,1200,.jpg,114589,_posts/2025-11-02-weekly-OFS-71.md:94,
4222,-0.4069960378110409,assets/images/imported/lnnb-unitcell-simulations-1806-1812/image129.png,a ring resonator diagram,0.021521108224987984,0.45003825426101685,-0.42851714603602886,a doughnut chart,a ring resonator diagram,a ring resonator diagram,430,442,.png,62513,_posts/2018-06-23-lnnb-unitcell-simulations-1806-1812.md:38,
4223,-0.40705370530486107,assets/images/2026/20240611_20260216/20240611_044020_0.jpg,a scientific plot,0.016651557758450508,0.4403568208217621,-0.4237052630633116,a composition breakdown pie chart,a scientific plot,a scientific plot,1199,441,.jpg,53291,_posts/2026-02-17-weekly-OFS-86.md:294,
4224,-0.40722390729933977,assets/images/2025/20240701_20250728/20250401_054239_0.jpg,a ring resonator diagram,0.003987924661487341,0.41519975662231445,-0.4112118319608271,a circular chart with colored slices,a ring resonator diagram,a ring resonator diagram,1200,900,.jpg,69634,_posts/2025-07-27-weekly-OFS-57.md:219,
4225,-0.4072364002931863,assets/images/2025/20241122_20250420/20250419_005226_0.jpg,a microscope image,0.0017813429003581405,0.4107990860939026,-0.40901774319354445,a doughnut chart,a microscope image,a microscope image,1017,1200,.jpg,252644,_posts/2025-04-20-weekly-OFS-43.md:303,
4226,-0.40736904740333557,assets/images/2025/20250711_20250908/20250901_193453_0.jpg,a technical diagram,0.008442774415016174,0.4242545962333679,-0.41581182181835175,a doughnut chart,a technical diagram,a technical diagram,1200,611,.jpg,90021,_posts/2025-09-08-weekly-OFS-63.md:75,
4227,-0.4074561223387718,assets/images/imported/lnnb-unitcell-simulations-1806-1812/image55.png,a ring resonator diagram,0.0472991056740284,0.5020543336868286,-0.4547552280128002,a doughnut chart,a ring resonator diagram,a ring resonator diagram,551,171,.png,38612,_posts/2018-06-23-lnnb-unitcell-simulations-1806-1812.md:600,
4228,-0.40762410685420036,assets/images/2025/20240910_20250117/20250117_025644_1.jpg,a microscope image,0.0033463332802057266,0.4143167734146118,-0.4109704401344061,a composition breakdown pie chart,a microscope image,a microscope image,1200,746,.jpg,216400,_posts/2025-01-19-weekly-OFS-30.md:208,
4229,-0.40762410685420036,assets/images/2025/20250216_20250222/20250218_074630_1.jpg,a microscope image,0.0033463332802057266,0.4143167734146118,-0.4109704401344061,a composition breakdown pie chart,a microscope image,a microscope image,1200,746,.jpg,216400,_posts/2025-02-23-weekly-OFS-35.md:203,
4230,-0.40762412920594215,assets/images/2025/20241224_20251225_long_thread/20250314_054459_0.jpg,a technical diagram,0.010677112266421318,0.4289783537387848,-0.41830124147236347,a composition breakdown pie chart,a technical diagram,a technical diagram,1152,1200,.jpg,274776,_posts/2025-12-25-how-to-hold-fibers.md:180,
4231,-0.40781379118561745,assets/images/2024/20240531_20241225/20241219_202228_1.jpg,a ring resonator diagram,0.013242853805422783,0.434299498796463,-0.42105664499104023,a pie chart,a ring resonator diagram,a ring resonator diagram,1200,757,.jpg,92658,_posts/2024-12-29-weekly-OFS-27.md:118,
4232,-0.40791537053883076,assets/images/imported/lnnb-full-beam-simulation-201901/image5.png,a ring resonator diagram,0.011931098066270351,0.43177756667137146,-0.4198464686051011,a doughnut chart,a ring resonator diagram,a ring resonator diagram,783,362,.png,85326,_posts/2019-01-09-lnnb-full-beam-simulation-201901.md:56,
4233,-0.4079168466851115,assets/images/2025/20240830_20250427/20250420_165349_0.jpg,a line chart,0.004521830473095179,0.4169605076313019,-0.4124386771582067,a circular percentage chart,a line chart,a line chart,1200,968,.jpg,81104,_posts/2025-04-27-weekly-OFS-44.md:66,
4234,-0.4079168466851115,assets/images/2026/20240822_20260427/20260421_004837_0.jpg,a line chart,0.004521830473095179,0.4169605076313019,-0.4124386771582067,a circular percentage chart,a line chart,a line chart,1200,968,.jpg,81104,_posts/2026-04-27-weekly-OFS-96.md:61,
4235,-0.4080284396186471,assets/images/2025/20250211_20250817/20250813_084835_1.jpg,a scientific plot,0.003494046162813902,0.4150165319442749,-0.411522485781461,a circular percentage chart,a scientific plot,a scientific plot,1200,884,.jpg,305435,_posts/2025-08-18-weekly-OFS-60.md:130,
4236,-0.4080338482744992,assets/images/2024/20240829_20241109/20241105_042505_3.jpg,a technical diagram,0.00278454995714128,0.41360294818878174,-0.41081839823164046,a composition breakdown pie chart,a technical diagram,a technical diagram,1045,1200,.jpg,225584,_posts/2024-11-09-weekly-OFS-20.md:65,
4237,-0.40828516567125916,assets/images/2025/20250214_20250921/20250917_060811_0.jpg,a microscope image,0.003715443192049861,0.4157160520553589,-0.412000608863309,a circular percentage chart,a microscope image,a microscope image,1102,1200,.jpg,186410,_posts/2025-09-21-weekly-OFS-65.md:185,
4238,-0.4083052761852741,assets/images/2025/20241218_20260104/20260104_183259_1.jpg,a scientific plot,0.02646886371076107,0.46124300360679626,-0.4347741398960352,a doughnut chart,a scientific plot,a scientific plot,1200,780,.jpg,167026,_posts/2026-01-08-weekly-OFS-80.md:267,
4239,-0.40838198084384203,assets/images/2025/20250330_20250628/20250626_040125_0.jpg,a microscope image,0.006984823849052191,0.4223516285419464,-0.4153668046928942,a circular chart with colored slices,a microscope image,a microscope image,1000,667,.jpg,202271,_posts/2025-06-29-weekly-OFS-53.md:231,
4240,-0.40838198084384203,assets/images/2025/20250330_20250628/20250626_084015_0.jpg,a microscope image,0.006984823849052191,0.4223516285419464,-0.4153668046928942,a circular chart with colored slices,a microscope image,a microscope image,1000,667,.jpg,202271,,
4241,-0.4084156832192093,assets/images/2024/20240608_20241127/20241122_165225_1.jpg,a ring resonator diagram,0.0008338828338310122,0.43508344888687134,-0.4342495660530403,a doughnut chart,a ring resonator diagram,a ring resonator diagram,903,1200,.jpg,157256,_posts/2024-11-30-weekly-OFS-23.md:52,spend
4242,-0.4084588959813118,assets/images/2025/20240920_20251005/20251001_054213_1.jpg,a scatter plot,0.008808445185422897,0.4260757863521576,-0.4172673411667347,a doughnut chart,a scatter plot,a scatter plot,1199,926,.jpg,176154,_posts/2025-10-06-weekly-OFS-67.md:157; _posts/trash_2025-10-05-weekly-OFS-67.md:147,
4243,-0.4084911523386836,assets/images/2025/20250711_20250908/20250903_025746_0.jpg,a technical diagram,0.004416278097778559,0.4173237085342407,-0.41290743043646216,a doughnut chart,a technical diagram,a technical diagram,1174,1132,.jpg,81312,_posts/2025-09-08-weekly-OFS-63.md:139,
4244,-0.4084964394569397,assets/images/2026/20250225_20260126/20260123_064657_0.jpg,a scientific plot,0.035613030195236206,0.4797224998474121,-0.4441094696521759,a circular percentage chart,a scientific plot,a scientific plot,1200,390,.jpg,68477,_posts/2026-01-25-weekly-OFS-83.md:136,
4245,-0.4085318259894848,assets/images/2025/20250225_20250406/20250329_233123_0.jpg,a scatter plot,0.02708565630018711,0.462703138589859,-0.4356174822896719,a circular percentage chart,a scatter plot,a scatter plot,1200,798,.jpg,151657,_posts/2025-04-06-weekly-OFS-41.md:94,
4246,-0.4086044665891677,assets/images/2025/20250711_20250908/20250905_155125_0.jpg,a microscope image,0.0013217063387855887,0.4112478792667389,-0.4099261729279533,a pie chart,a microscope image,a microscope image,1199,959,.jpg,146920,_posts/2025-09-08-weekly-OFS-63.md:173,
4247,-0.4087130955886096,assets/images/2025/20240925_20250706/20250629_002311_1.jpg,a ring resonator diagram,0.0015063468599691987,0.411725789308548,-0.4102194424485788,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1199,682,.jpg,55895,_posts/2025-07-06-weekly-OFS-54.md:65,
4248,-0.40881358459591866,assets/images/2024/20240531_20241225/20241222_090629_0.jpg,a technical diagram,0.008970296010375023,0.4267541766166687,-0.4177838806062937,a doughnut chart,a technical diagram,a technical diagram,1200,693,.jpg,65316,_posts/2024-12-29-weekly-OFS-27.md:169,
4249,-0.40890765003859997,assets/images/2025/20240619_20250322/20250302_021026_4.jpg,a ring resonator diagram,0.008460567332804203,0.4258287847042084,-0.41736821737140417,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1200,986,.jpg,159927,_posts/2025-03-23-weekly-OFS-39.md:56,
4250,-0.40890765003859997,assets/images/2025/20241206_20250308/20250302_021026_0.jpg,a ring resonator diagram,0.008460567332804203,0.4258287847042084,-0.41736821737140417,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1200,986,.jpg,159927,_posts/2025-03-09-weekly-OFS-37.md:74,
4251,-0.40890765003859997,assets/images/2025/20241229_20250804/20250302_021026_4.jpg,a ring resonator diagram,0.008460567332804203,0.4258287847042084,-0.41736821737140417,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1200,986,.jpg,159927,_posts/2025-08-05-weekly-OFS-58.md:318,
4252,-0.40899921767413616,assets/images/2025/20241231_20250303/20250225_212310_0.jpg,a microscope image,0.004317262209951878,0.4176337420940399,-0.41331647988408804,a doughnut chart,a microscope image,a microscope image,1200,1069,.jpg,256711,_posts/2025-03-02-weekly-OFS-36.md:218,
4253,-0.40902420692145824,assets/images/2025/20241012_20260111/20241012_204306_4.jpg,a microscope image,0.01154403481632471,0.43211227655410767,-0.42056824173778296,a doughnut chart,a microscope image,a microscope image,1200,866,.jpg,188305,_posts/2026-01-11-weekly-OFS-81.md:117,
4254,-0.40904801338911057,assets/images/2025/20250225_20250406/20250330_071500_1.jpg,a scatter plot,0.03535391762852669,0.47975584864616394,-0.44440193101763725,a circular percentage chart,a scatter plot,a scatter plot,1200,832,.jpg,62409,_posts/2025-04-06-weekly-OFS-41.md:99,
